    ,number_of_cities,index_of_sample,x_min,x_avg               ,x_stdev           ,x_median,x_q1   ,x_q3   ,x_max,y_min,y_avg               ,y_stdev           ,y_median,y_q1   ,y_q3   ,y_max
280 ,6               ,81             ,-980 ,52.333333333333336  ,619.354717965938  ,193.0   ,-220.5 ,479.75 ,691  ,-667 ,-100.16666666666667 ,466.31294928048766,-101.0  ,-432.25,123.0  ,613
281 ,6               ,82             ,-578 ,335.3333333333333   ,535.2074987018275 ,516.5   ,115.25 ,650.0  ,881  ,-903 ,27.166666666666668  ,783.2252336758991 ,-127.0  ,-510.5 ,702.0  ,980
282 ,6               ,83             ,-142 ,172.83333333333334  ,290.8067514117694 ,99.5    ,-30.75 ,358.75 ,609  ,-598 ,-116.66666666666667 ,480.13734146248885,-161.0  ,-450.25,-17.25 ,736
283 ,6               ,84             ,-970 ,-168.16666666666666 ,637.5077777303322 ,-65.5   ,-586.75,-2.5   ,834  ,-733 ,-170.66666666666666 ,481.29935244779483,-235.5  ,-506.25,129.75 ,525
284 ,6               ,85             ,-827 ,-179.83333333333334 ,466.1580919244743 ,-16.5   ,-525.0 ,122.25 ,307  ,-600 ,394.0               ,607.5804473483327 ,569.5   ,86.0   ,862.5  ,940
285 ,6               ,86             ,-813 ,27.666666666666668  ,625.5150411194495 ,182.0   ,-441.0 ,376.0  ,823  ,-830 ,46.666666666666664  ,601.8909092739868 ,-24.5   ,-226.75,496.5  ,783
286 ,6               ,87             ,-648 ,-209.83333333333334 ,413.63240524246487,-249.0  ,-552.75,95.25  ,331  ,-700 ,-18.666666666666668 ,504.5356941452871 ,-74.0   ,-314.5 ,351.0  ,638
287 ,6               ,88             ,-278 ,274.5               ,493.76462003671344,216.5   ,-102.0 ,586.0  ,991  ,-646 ,209.33333333333334  ,632.2928646336811 ,272.0   ,-249.0 ,715.75 ,917
288 ,6               ,89             ,-960 ,-262.3333333333333  ,434.95593646559956,-110.0  ,-501.25,11.25  ,186  ,-556 ,126.33333333333333  ,488.734147227986  ,45.0    ,-110.25,480.0  ,761
289 ,6               ,90             ,-205 ,115.66666666666667  ,445.24944319635784,-69.5   ,-149.5 ,167.25 ,968  ,-859 ,125.33333333333333  ,611.078281946484  ,207.0   ,-153.0 ,538.5  ,821
290 ,6               ,91             ,-485 ,177.66666666666666  ,403.9131919938573 ,243.0   ,16.0   ,428.75 ,634  ,-302 ,79.83333333333333   ,317.72089428721347,0.0     ,-76.5  ,210.75 ,602
291 ,6               ,92             ,-730 ,-180.5              ,499.8910881382064 ,-301.0  ,-439.75,-58.0  ,712  ,-865 ,-158.83333333333334 ,406.680915050936  ,-94.5   ,-282.75,103.5  ,277
292 ,6               ,93             ,-602 ,-22.166666666666668 ,498.08730827703954,-98.5   ,-390.5 ,376.5  ,619  ,-166 ,333.3333333333333   ,444.02687606345035,282.0   ,-7.5   ,699.75 ,867
293 ,6               ,94             ,-214 ,352.1666666666667   ,462.4562321632899 ,340.5   ,15.0   ,690.75 ,932  ,-580 ,13.666666666666666  ,564.2824351924014 ,-53.5   ,-388.25,214.5  ,965
294 ,6               ,95             ,-67  ,281.3333333333333   ,369.1415266082464 ,210.0   ,-39.75 ,574.5  ,762  ,-998 ,221.5               ,672.055280464338  ,425.5   ,96.5   ,500.25 ,964
295 ,6               ,96             ,-868 ,-242.0              ,680.7263767476621 ,-396.5  ,-795.25,173.25 ,774  ,-168 ,254.66666666666666  ,373.4346886226113 ,151.0   ,29.25  ,464.75 ,836
296 ,6               ,97             ,-726 ,115.33333333333333  ,665.2721748778214 ,-99.0   ,-210.75,653.25 ,960  ,-965 ,73.83333333333333   ,707.2864813261078 ,-11.5   ,-235.25,650.25 ,870
297 ,6               ,98             ,-907 ,-104.5              ,739.1432202218998 ,-198.0  ,-718.5 ,517.5  ,812  ,-971 ,-411.0              ,489.5275273158804 ,-311.5  ,-862.75,-6.25  ,79
298 ,6               ,99             ,-146 ,258.1666666666667   ,273.37843123894515,336.0   ,81.25  ,441.5  ,550  ,-794 ,-218.16666666666666 ,653.134416997502  ,-384.5  ,-656.0 ,-80.0  ,979
299 ,7               ,0              ,-625 ,-72.28571428571429  ,466.54750179223066,0.0     ,-417.5 ,114.5  ,725  ,-589 ,179.28571428571428  ,432.984108363388  ,150.0   ,65.5   ,438.5  ,686
300 ,7               ,1              ,-258 ,435.42857142857144  ,436.3881518185606 ,423.0   ,198.0  ,801.0  ,885  ,-642 ,-56.57142857142857  ,441.80231519796916,-96.0   ,-284.5 ,78.5   ,754
301 ,7               ,2              ,-978 ,-352.85714285714283 ,495.1903433938067 ,-407.0  ,-672.5 ,-81.0  ,422  ,-605 ,22.857142857142858  ,517.3881291549664 ,0.0     ,-387.5 ,383.0  ,774
302 ,7               ,3              ,-730 ,-14.0               ,492.6726431752968 ,0.0     ,-355.0 ,372.0  ,598  ,-921 ,-16.142857142857142 ,540.7502284084673 ,137.0   ,-287.5 ,334.0  ,578
303 ,7               ,4              ,-649 ,27.714285714285715  ,518.5154174132512 ,0.0     ,-254.0 ,198.0  ,955  ,-890 ,-108.42857142857143 ,472.12740411279424,-96.0   ,-292.0 ,100.5  ,610
304 ,7               ,5              ,-914 ,70.14285714285714   ,491.5436327093891 ,123.0   ,-33.0  ,395.5  ,557  ,-539 ,133.71428571428572  ,546.014564606023  ,0.0     ,-205.0 ,454.0  ,977
305 ,7               ,6              ,-374 ,142.57142857142858  ,391.58390209628436,142.0   ,-153.5 ,466.0  ,605  ,-24  ,282.85714285714283  ,319.2545633040758 ,270.0   ,49.5   ,366.0  ,903
306 ,7               ,7              ,-962 ,-299.2857142857143  ,707.7447078068274 ,-538.0  ,-855.5 ,79.5   ,957  ,-373 ,158.71428571428572  ,523.5073110873475 ,0.0     ,-162.5 ,456.5  ,896
307 ,7               ,8              ,-709 ,168.28571428571428  ,639.8436564989175 ,117.0   ,-238.5 ,636.5  ,974  ,-965 ,113.28571428571429  ,583.3262992773182 ,144.0   ,-32.0  ,421.0  ,836
308 ,7               ,9              ,-845 ,-243.71428571428572 ,608.043505648983  ,-510.0  ,-725.5 ,267.0  ,566  ,-847 ,-223.57142857142858 ,581.9378137289405 ,-146.0  ,-757.5 ,159.5  ,624
309 ,7               ,10             ,-714 ,178.0               ,605.5562181443877 ,0.0     ,-173.5 ,683.5  ,940  ,-829 ,-103.14285714285714 ,502.2049477293205 ,-11.0   ,-403.0 ,102.5  ,719
310 ,7               ,11             ,-930 ,-225.28571428571428 ,627.9829388037316 ,-472.0  ,-666.0 ,205.5  ,746  ,-642 ,-52.57142857142857  ,493.26323504556774,0.0     ,-421.5 ,174.5  ,768
311 ,7               ,12             ,-687 ,-111.85714285714286 ,462.5088930933936 ,-210.0  ,-385.0 ,78.0   ,728  ,-505 ,239.42857142857142  ,571.7064681410258 ,383.0   ,-222.0 ,635.5  ,971
312 ,7               ,13             ,-938 ,-39.857142857142854 ,623.2667777047612 ,0.0     ,-509.0 ,531.5  ,614  ,-822 ,46.0                ,546.8025237688648 ,147.0   ,-243.0 ,363.5  ,756
313 ,7               ,14             ,-994 ,-121.28571428571429 ,737.4712908052115 ,0.0     ,-767.0 ,396.0  ,887  ,-442 ,-110.14285714285714 ,285.49339079999066,-113.0  ,-344.5 ,73.0   ,327
314 ,7               ,15             ,-923 ,-319.42857142857144 ,644.2191286466785 ,-697.0  ,-799.0 ,129.5  ,723  ,-700 ,77.42857142857143   ,415.07824850376386,52.0    ,-10.5  ,283.5  ,644
315 ,7               ,16             ,-675 ,34.42857142857143   ,604.5000295403514 ,0.0     ,-421.0 ,408.0  ,942  ,-132 ,124.57142857142857  ,218.7866976020687 ,16.0    ,-18.0  ,274.0  ,476
316 ,7               ,17             ,-786 ,67.42857142857143   ,477.47944358644287,60.0    ,-80.5  ,321.0  ,717  ,-847 ,33.857142857142854  ,591.7686565349189 ,143.0   ,-334.5 ,475.5  ,659
317 ,7               ,18             ,-676 ,213.71428571428572  ,672.2134369096655 ,537.0   ,-330.0 ,649.5  ,996  ,-169 ,492.2857142857143   ,413.41251161751836,585.0   ,280.5  ,797.5  ,874
318 ,7               ,19             ,-959 ,-472.0              ,376.1520082803405 ,-484.0  ,-746.0 ,-184.5 ,0    ,0    ,353.7142857142857   ,339.0809708047692 ,315.0   ,90.5   ,579.5  ,821
319 ,7               ,20             ,-952 ,-66.71428571428571  ,625.6321374646378 ,-3.0    ,-438.0 ,286.0  ,792  ,-440 ,23.142857142857142  ,477.33301742474254,0.0     ,-272.0 ,84.0   ,978
320 ,7               ,21             ,-490 ,337.85714285714283  ,487.5562971156694 ,502.0   ,72.0   ,655.0  ,899  ,-713 ,-17.0               ,563.8850355642835 ,0.0     ,-471.0 ,424.5  ,687
321 ,7               ,22             ,-262 ,404.2857142857143   ,464.6309339270307 ,291.0   ,109.5  ,812.0  ,958  ,-921 ,187.71428571428572  ,559.4579859964804 ,203.0   ,100.5  ,523.5  ,784
322 ,7               ,23             ,-430 ,119.14285714285714  ,514.5552864922707 ,0.0     ,-295.0 ,492.5  ,869  ,-990 ,-45.0               ,625.5752019808117 ,0.0     ,-372.0 ,226.5  ,966
323 ,7               ,24             ,-646 ,-4.428571428571429  ,447.21428761570115,0.0     ,-265.0 ,271.5  ,602  ,-983 ,-356.14285714285717 ,453.47231763046227,-454.0  ,-658.5 ,9.5    ,242
324 ,7               ,25             ,-996 ,59.857142857142854  ,594.1642389585078 ,275.0   ,-208.5 ,420.0  ,717  ,-682 ,-97.14285714285714  ,490.2694594375045 ,-69.0   ,-376.5 ,18.0   ,788
325 ,7               ,26             ,-797 ,-45.857142857142854 ,661.5641638247517 ,0.0     ,-600.0 ,411.5  ,853  ,-592 ,-10.428571428571429 ,491.54615149304044,0.0     ,-331.5 ,166.0  ,850
326 ,7               ,27             ,-997 ,-50.0               ,538.1499171544425 ,0.0     ,-264.0 ,245.0  ,685  ,-320 ,138.0               ,446.75533945699334,13.0    ,-132.0 ,301.5  ,934
327 ,7               ,28             ,-631 ,112.14285714285714  ,434.5424523071858 ,0.0     ,-39.0  ,426.0  ,642  ,-960 ,-132.14285714285714 ,519.3779704516511 ,-80.0   ,-419.0 ,235.0  ,483
328 ,7               ,29             ,-242 ,259.7142857142857   ,476.26348249882096,0.0     ,-86.0  ,655.5  ,921  ,-848 ,-132.71428571428572 ,636.8075884927132 ,0.0     ,-699.5 ,326.5  ,665
329 ,7               ,30             ,-945 ,-388.14285714285717 ,616.1302428792765 ,-788.0  ,-842.5 ,37.5   ,626  ,-811 ,-123.42857142857143 ,535.5625880457724 ,-131.0  ,-471.0 ,212.0  ,596
330 ,7               ,31             ,-276 ,232.0               ,411.5057715269617 ,82.0    ,20.5   ,414.5  ,948  ,-382 ,-100.85714285714286 ,201.02688756434927,-131.0  ,-228.0 ,61.0   ,141
331 ,7               ,32             ,-623 ,170.57142857142858  ,514.1970624649844 ,0.0     ,-50.0  ,491.0  ,935  ,-867 ,-19.857142857142858 ,494.9223604335764 ,0.0     ,-190.0 ,194.5  ,719
332 ,7               ,33             ,-603 ,179.71428571428572  ,459.4876546349257 ,319.0   ,-88.5  ,539.0  ,641  ,-817 ,-157.57142857142858 ,526.2967658216091 ,0.0     ,-604.5 ,179.5  ,564
333 ,7               ,34             ,-894 ,99.14285714285714   ,635.6315569498388 ,228.0   ,-282.5 ,545.0  ,835  ,-266 ,226.42857142857142  ,389.50218533527175,197.0   ,8.0    ,336.0  ,966
334 ,7               ,35             ,-423 ,190.0               ,599.2311740889321 ,0.0     ,-344.0 ,792.5  ,856  ,-981 ,-267.85714285714283 ,485.8049775274809 ,-181.0  ,-556.0 ,-33.5  ,466
335 ,7               ,36             ,-908 ,-89.57142857142857  ,675.7760618091512 ,0.0     ,-572.5 ,219.0  ,988  ,-988 ,-235.0              ,667.1851317288179 ,-414.0  ,-702.5 ,162.5  ,837
336 ,7               ,37             ,-672 ,-148.85714285714286 ,466.7713318001398 ,-180.0  ,-417.5 ,-53.5  ,752  ,-949 ,94.0                ,540.2042823475825 ,50.0    ,-19.5  ,434.0  ,728
337 ,7               ,38             ,-946 ,138.85714285714286  ,690.2266363476633 ,43.0    ,-210.0 ,676.5  ,942  ,-861 ,-92.71428571428571  ,477.17911182479975,0.0     ,-374.0 ,224.0  ,512
338 ,7               ,39             ,-564 ,-13.428571428571429 ,519.3232317618952 ,-268.0  ,-284.5 ,163.5  ,980  ,-389 ,3.7142857142857144  ,220.32378770475836,0.0     ,-71.5  ,136.5  ,285
339 ,7               ,40             ,-199 ,114.28571428571429  ,350.9827698932025 ,16.0    ,-53.0  ,115.0  ,859  ,-817 ,257.85714285714283  ,542.7766356342876 ,335.0   ,136.5  ,620.0  ,774
340 ,7               ,41             ,-689 ,122.0               ,477.0953783050094 ,205.0   ,-82.0  ,341.5  ,819  ,-753 ,58.0                ,784.5087634947107 ,0.0     ,-675.5 ,759.0  ,992
341 ,7               ,42             ,0    ,578.8571428571429   ,302.46400809100606,675.0   ,496.0  ,710.5  ,964  ,-992 ,-196.57142857142858 ,751.3864645091892 ,-39.0   ,-880.0 ,239.5  ,936
342 ,7               ,43             ,-951 ,-244.71428571428572 ,503.5277927733861 ,-276.0  ,-537.0 ,-12.5  ,613  ,-771 ,-98.28571428571429  ,506.48254799999916,0.0     ,-498.0 ,269.0  ,541
343 ,7               ,44             ,-978 ,-55.142857142857146 ,669.2454528724691 ,0.0     ,-528.0 ,379.5  ,889  ,-705 ,-238.71428571428572 ,440.13623432058483,-152.0  ,-659.0 ,51.0   ,402
344 ,7               ,45             ,-946 ,-568.8571428571429  ,421.0219426472642 ,-776.0  ,-844.5 ,-316.5 ,62   ,-775 ,-156.14285714285714 ,464.6896557816585 ,-58.0   ,-458.5 ,-1.0   ,659
345 ,7               ,46             ,-460 ,56.857142857142854  ,442.4622125377596 ,-51.0   ,-203.5 ,269.0  ,778  ,-845 ,24.0                ,586.3474510333726 ,62.0    ,-288.5 ,311.5  ,905
346 ,7               ,47             ,-671 ,-134.57142857142858 ,546.3176295718018 ,-253.0  ,-464.5 ,-28.5  ,968  ,-274 ,294.2857142857143   ,451.9143408087106 ,69.0    ,-4.5   ,704.5  ,865
347 ,7               ,48             ,-502 ,186.28571428571428  ,440.8456700047135 ,245.0   ,-44.5  ,384.0  ,882  ,-153 ,400.2857142857143   ,395.5577135664336 ,547.0   ,91.0   ,652.5  ,921
348 ,7               ,49             ,-882 ,283.0               ,601.857956664195  ,550.0   ,53.0   ,705.5  ,796  ,-235 ,130.85714285714286  ,266.0773249586346 ,63.0    ,-43.0  ,342.5  ,489
349 ,7               ,50             ,-988 ,-637.8571428571429  ,398.1031811693331 ,-839.0  ,-964.0 ,-355.0 ,0    ,-726 ,264.42857142857144  ,519.7726609274665 ,362.0   ,123.5  ,553.5  ,861
350 ,7               ,51             ,-840 ,-162.28571428571428 ,580.3409096630802 ,-251.0  ,-486.5 ,-26.0  ,980  ,-991 ,-323.42857142857144 ,485.7111134350188 ,-299.0  ,-689.0 ,39.0   ,326
351 ,7               ,52             ,-213 ,278.57142857142856  ,370.35292048839807,224.0   ,24.0   ,521.5  ,848  ,-671 ,-79.28571428571429  ,442.48040042684914,0.0     ,-368.0 ,87.0   ,678
352 ,7               ,53             ,-771 ,-419.85714285714283 ,379.5064463973476 ,-530.0  ,-751.0 ,-137.0 ,138  ,-541 ,-97.42857142857143  ,206.08400968444653,-27.0   ,-100.0 ,1.0    ,84
353 ,7               ,54             ,-673 ,-32.142857142857146 ,453.10205935360324,0.0     ,-370.0 ,391.0  ,406  ,-834 ,-73.14285714285714  ,574.0143519028737 ,0.0     ,-466.5 ,344.0  ,567
354 ,7               ,55             ,-715 ,56.285714285714285  ,526.0528218996373 ,30.0    ,-254.0 ,460.5  ,666  ,-942 ,27.428571428571427  ,718.675832612279  ,77.0    ,-441.0 ,480.0  ,979
355 ,7               ,56             ,-200 ,374.0               ,365.5361359245713 ,583.0   ,119.5  ,614.5  ,767  ,-934 ,-176.57142857142858 ,656.040866903594  ,0.0     ,-747.5 ,210.0  ,773
356 ,7               ,57             ,-837 ,-333.85714285714283 ,489.9593277580731 ,-390.0  ,-752.0 ,-42.5  ,479  ,-682 ,11.428571428571429  ,516.1795091964477 ,0.0     ,-292.0 ,264.0  ,818
357 ,7               ,58             ,-926 ,-179.42857142857142 ,553.6430429867416 ,-370.0  ,-466.5 ,103.0  ,767  ,-780 ,-194.0              ,310.298243630221  ,-212.0  ,-215.0 ,-92.0  ,248
358 ,7               ,59             ,-529 ,143.71428571428572  ,480.73995544567   ,366.0   ,-228.0 ,504.5  ,616  ,-784 ,-80.28571428571429  ,521.330258181163  ,-179.0  ,-225.0 ,-53.0  ,957
359 ,7               ,60             ,-591 ,192.28571428571428  ,489.64705461713754,280.0   ,-77.0  ,469.5  ,872  ,-331 ,120.85714285714286  ,264.34915583462   ,116.0   ,54.5   ,199.0  ,554
360 ,7               ,61             ,-305 ,96.71428571428571   ,316.1490757462974 ,3.0     ,-35.5  ,170.0  ,710  ,-996 ,-229.28571428571428 ,712.5350785015697 ,-484.0  ,-768.5 ,335.0  ,742
361 ,7               ,62             ,-548 ,62.142857142857146  ,389.2156337093996 ,89.0    ,-146.0 ,308.0  ,570  ,-699 ,10.142857142857142  ,599.3347502499273 ,0.0     ,-385.5 ,302.0  ,937
362 ,7               ,63             ,-792 ,96.14285714285714   ,501.7444331434841 ,126.0   ,-122.5 ,455.0  ,674  ,-181 ,235.0               ,462.6600623928257 ,13.0    ,-16.0  ,447.0  ,951
363 ,7               ,64             ,-801 ,172.0               ,685.3103919636221 ,230.0   ,-309.0 ,716.5  ,960  ,-877 ,17.0                ,569.1932887868584 ,0.0     ,-298.0 ,458.5  ,675
364 ,7               ,65             ,-795 ,100.0               ,565.6583185398525 ,13.0    ,-80.5  ,344.5  ,954  ,-970 ,-149.85714285714286 ,464.34377658922364,-46.0   ,-301.5 ,18.5   ,533
365 ,7               ,66             ,-995 ,-96.42857142857143  ,726.2944437675529 ,-11.0   ,-630.5 ,352.0  ,888  ,-503 ,-100.71428571428571 ,321.8828535796392 ,-179.0  ,-260.5 ,-9.0   ,516
366 ,7               ,67             ,-737 ,252.28571428571428  ,552.1396907443243 ,473.0   ,11.0   ,505.0  ,998  ,-314 ,116.28571428571429  ,327.4658833556631 ,57.0    ,-115.5 ,398.5  ,505
367 ,7               ,68             ,-833 ,265.7142857142857   ,577.4336078100853 ,382.0   ,65.0   ,656.5  ,868  ,-986 ,22.571428571428573  ,618.8782478923343 ,0.0     ,-199.0 ,283.0  ,976
368 ,7               ,69             ,-632 ,243.85714285714286  ,647.6749258106335 ,431.0   ,-276.0 ,778.0  ,904  ,-765 ,-20.571428571428573 ,670.8715369186705 ,-31.0   ,-525.0 ,351.5  ,999
369 ,7               ,70             ,-787 ,-23.857142857142858 ,465.15281667119126,5.0     ,-225.0 ,229.0  ,607  ,-692 ,-22.0               ,525.5197427309463 ,-96.0   ,-358.0 ,314.0  ,722
370 ,7               ,71             ,-853 ,114.28571428571429  ,508.3478842570031 ,207.0   ,-55.5  ,451.0  ,655  ,-947 ,-22.857142857142858 ,494.15835133130776,18.0    ,-97.5  ,132.5  ,699
371 ,7               ,72             ,-429 ,33.714285714285715  ,382.4054193678546 ,0.0     ,-227.0 ,286.0  ,547  ,-576 ,115.85714285714286  ,496.5901826695827 ,0.0     ,-193.0 ,489.5  ,794
372 ,7               ,73             ,-880 ,-43.57142857142857  ,528.5429207241538 ,-27.0   ,-256.5 ,137.0  ,841  ,-976 ,-1.5714285714285714 ,670.1889925344087 ,262.0   ,-434.0 ,405.0  ,761
373 ,7               ,74             ,-246 ,46.42857142857143   ,284.357086039635  ,0.0     ,-184.5 ,257.0  ,426  ,-906 ,-262.0              ,439.79085938659523,-237.0  ,-522.5 ,67.5   ,219
374 ,7               ,75             ,0    ,484.42857142857144  ,448.0512832042247 ,764.0   ,11.0   ,859.5  ,886  ,-923 ,-160.0              ,558.0979603379081 ,-21.0   ,-573.5 ,158.5  ,654
375 ,7               ,76             ,-954 ,-107.42857142857143 ,588.6161332999227 ,0.0     ,-404.0 ,110.5  ,789  ,-962 ,-69.85714285714286  ,513.6952496605448 ,0.0     ,-278.0 ,234.5  ,560
376 ,7               ,77             ,-691 ,-122.14285714285714 ,562.0084307112093 ,-210.0  ,-537.0 ,109.5  ,901  ,-685 ,11.142857142857142  ,568.8829488777191 ,0.0     ,-388.5 ,354.0  ,832
377 ,7               ,78             ,-583 ,83.42857142857143   ,456.72962722047316,0.0     ,-76.5  ,195.0  ,930  ,-902 ,-366.0              ,372.25976593413014,-206.0  ,-636.0 ,-91.0  ,0
378 ,7               ,79             ,-754 ,48.857142857142854  ,532.2485098057825 ,0.0     ,-270.5 ,472.0  ,693  ,-673 ,191.42857142857142  ,461.7542120879379 ,191.0   ,63.5   ,483.0  ,729
379 ,7               ,80             ,-923 ,64.85714285714286   ,526.4027066076023 ,60.0    ,-90.5  ,445.5  ,607  ,-318 ,177.85714285714286  ,431.8828655131036 ,138.0   ,-151.0 ,485.0  ,757
380 ,7               ,81             ,-947 ,-330.0              ,351.57313132073483,-280.0  ,-478.0 ,-111.5 ,96   ,-967 ,-95.14285714285714  ,546.4907527645302 ,0.0     ,-421.5 ,303.0  ,538
381 ,7               ,82             ,-359 ,107.42857142857143  ,351.5522043465983 ,33.0    ,-117.0 ,339.5  ,633  ,0    ,367.7142857142857   ,327.34269213660184,413.0   ,80.5   ,576.5  ,847
382 ,7               ,83             ,-517 ,198.42857142857142  ,593.9761098290224 ,120.0   ,-214.5 ,609.0  ,997  ,-863 ,2.5714285714285716  ,621.4876928636257 ,0.0     ,-432.5 ,515.5  ,715
383 ,7               ,84             ,0    ,482.57142857142856  ,276.4651015606714 ,525.0   ,356.0  ,696.0  ,749  ,-539 ,323.7142857142857   ,561.9726310909083 ,376.0   ,-63.5  ,834.5  ,887
384 ,7               ,85             ,-962 ,-400.7142857142857  ,522.3254778027823 ,-603.0  ,-771.0 ,-76.0  ,454  ,-696 ,54.285714285714285  ,540.2884150419768 ,0.0     ,-297.5 ,508.0  ,655
385 ,7               ,86             ,-675 ,25.571428571428573  ,466.48217441572086,172.0   ,-267.5 ,340.0  ,537  ,-995 ,-65.85714285714286  ,620.4319539835207 ,-7.0    ,-387.0 ,177.5  ,960
386 ,7               ,87             ,-798 ,-214.42857142857142 ,509.36066368957637,-281.0  ,-548.5 ,-11.5  ,698  ,-956 ,-167.0              ,579.4971958517142 ,-170.0  ,-527.5 ,158.0  ,696
387 ,7               ,88             ,-816 ,7.285714285714286   ,458.33929000458244,0.0     ,-144.0 ,277.0  ,601  ,-473 ,59.142857142857146  ,433.19757946824086,0.0     ,-249.0 ,345.5  ,694
388 ,7               ,89             ,-726 ,-232.85714285714286 ,363.53882349822857,-225.0  ,-476.0 ,-40.0  ,353  ,-915 ,-46.142857142857146 ,716.1027460198312 ,0.0     ,-657.0 ,530.0  ,846
389 ,7               ,90             ,-486 ,233.14285714285714  ,545.3177754213374 ,186.0   ,-174.5 ,688.5  ,904  ,-542 ,18.857142857142858  ,472.04605303982385,0.0     ,-349.5 ,320.5  ,732
390 ,7               ,91             ,-974 ,23.571428571428573  ,723.6753086716117 ,0.0     ,-477.0 ,591.0  ,911  ,-771 ,-227.28571428571428 ,459.0271285685681 ,-327.0  ,-515.0 ,-41.5  ,620
391 ,7               ,92             ,-381 ,291.7142857142857   ,390.0626933736483 ,359.0   ,100.5  ,556.0  ,751  ,-741 ,47.714285714285715  ,632.6140777982824 ,0.0     ,-384.5 ,425.0  ,994
392 ,7               ,93             ,-607 ,-43.142857142857146 ,541.7808377845014 ,-105.0  ,-449.5 ,212.0  ,885  ,-618 ,298.42857142857144  ,646.035823862954  ,567.0   ,-220.0 ,816.0  ,948
393 ,7               ,94             ,-796 ,-146.57142857142858 ,513.0171722736179 ,-109.0  ,-473.5 ,16.0   ,794  ,-813 ,-82.14285714285714  ,490.4900367902249 ,-154.0  ,-335.0 ,252.0  ,558
394 ,7               ,95             ,-771 ,-377.42857142857144 ,469.2553878727649 ,-494.0  ,-725.0 ,-211.5 ,496  ,-875 ,-212.71428571428572 ,405.11180114700613,-123.0  ,-419.0 ,23.0   ,301
395 ,7               ,96             ,-10  ,443.0               ,364.76385054808634,476.0   ,157.5  ,688.5  ,943  ,-864 ,-63.142857142857146 ,632.2139481144625 ,0.0     ,-581.0 ,476.0  ,632
396 ,7               ,97             ,-600 ,43.714285714285715  ,423.09246991081994,64.0    ,-207.5 ,375.0  ,507  ,-747 ,-158.28571428571428 ,461.76354493243775,-76.0   ,-494.0 ,43.0   ,617
397 ,7               ,98             ,-985 ,190.0               ,614.5594628132686 ,133.0   ,55.0   ,597.5  ,877  ,-135 ,52.142857142857146  ,173.98891590311968,0.0     ,-37.0  ,86.5   ,401
398 ,7               ,99             ,-851 ,-123.71428571428571 ,552.0455036455221 ,-140.0  ,-490.5 ,274.0  ,558  ,-267 ,80.71428571428571   ,290.275566939253  ,9.0     ,-44.0  ,126.5  ,658
399 ,8               ,0              ,-983 ,-100.5              ,663.4995962965722 ,-146.5  ,-506.25,533.25 ,656  ,-998 ,77.5                ,589.5705458818551 ,109.5   ,-224.25,413.0  ,938
400 ,8               ,1              ,-895 ,-9.0                ,616.3116094963651 ,-71.0   ,-483.5 ,497.75 ,872  ,-841 ,-25.75              ,637.3408484812951 ,20.5    ,-615.5 ,577.75 ,723
401 ,8               ,2              ,-912 ,-355.875            ,422.7270100194687 ,-325.0  ,-678.75,5.0    ,156  ,-985 ,-288.25             ,516.7258875430404 ,-106.0  ,-772.25,7.5    ,474
402 ,8               ,3              ,-933 ,-219.25             ,433.714109260269  ,-88.0   ,-433.75,45.0   ,340  ,-929 ,-2.125              ,651.0805167455975 ,29.0    ,-300.75,394.5  ,985
403 ,8               ,4              ,-767 ,265.75              ,565.990598104648  ,304.0   ,-35.5  ,724.0  ,965  ,-532 ,-43.875             ,375.864123435204  ,-40.0   ,-274.0 ,117.25 ,672
404 ,8               ,5              ,-873 ,11.25               ,727.2705823832008 ,-172.0  ,-471.0 ,701.5  ,957  ,-599 ,43.25               ,503.02676725143425,-5.5    ,-268.0 ,376.0  ,902
405 ,8               ,6              ,-868 ,-8.375              ,506.57193467463236,-4.0    ,-286.5 ,265.75 ,824  ,-994 ,-43.0               ,697.2261367119607 ,160.5   ,-638.5 ,479.75 ,830
406 ,8               ,7              ,-354 ,439.625             ,556.7358792872202 ,656.0   ,-62.25 ,907.0  ,984  ,0    ,492.5               ,416.54291495595027,486.0   ,142.75 ,848.75 ,960
407 ,8               ,8              ,-335 ,221.875             ,398.33490485842617,245.0   ,-55.0  ,467.25 ,775  ,-972 ,-142.125            ,521.2228581491249 ,-86.5   ,-439.5 ,100.75 ,745
408 ,8               ,9              ,-993 ,-131.75             ,565.7096049589906 ,-14.5   ,-461.0 ,129.75 ,765  ,-720 ,-82.75              ,537.7332716399195 ,-212.5  ,-395.25,83.25  ,997
409 ,8               ,10             ,-779 ,-200.375            ,384.6720077825115 ,-134.0  ,-421.25,33.75  ,328  ,-389 ,133.375             ,440.8352259388664 ,11.5    ,-86.75 ,203.25 ,979
410 ,8               ,11             ,-567 ,178.75              ,577.706982079027  ,187.5   ,-281.0 ,633.5  ,940  ,-906 ,12.5                ,609.2784960215531 ,211.0   ,-221.0 ,296.75 ,843
411 ,8               ,12             ,-943 ,-72.25              ,617.8776462328814 ,-55.0   ,-450.25,181.0  ,818  ,-819 ,114.0               ,632.1728967842353 ,218.0   ,-234.75,552.5  ,872
412 ,8               ,13             ,-923 ,-258.25             ,513.1971912850431 ,-137.0  ,-744.25,53.0   ,474  ,-968 ,-90.375             ,657.3337785543745 ,-164.0  ,-365.75,158.5  ,980
