number_of_cities,index_of_sample,name_of_src_file,x_min,x_avg,x_stdev,x_median,x_q1,x_q3,x_max,y_min,y_avg,y_stdev,y_median,y_q1,y_q3,y_max,nr_points_in_q1,nr_points_in_q2,nr_points_in_q3,nr_points_in_q4,nr_points_axis_x_neg,nr_points_axis_x_pos,nr_points_axis_y_neg,nr_points_axis_y_pos,nr_points_in_center,dist_from_center_min,dist_from_center_avg,dist_from_center_stdev,dist_from_center_median,dist_from_center_q1,dist_from_center_q3,dist_from_center_max,dist_from_center_sum
7,40,TSP_CITIES_SET_40_N_7.json,-199,114.28571428571429,350.9827698932025,16.0,-53.0,115.0,859,-817,257.85714285714283,542.7766356342876,335.0,136.5,620.0,774,4,1,1,0,0,0,0,0,1,274.4321409747772,649.8850157787928,325.4319583560258,638.1763870333856,409.0697215106012,804.2109311656322,1156.268567418487,3899.3100946727563
7,41,TSP_CITIES_SET_41_N_7.json,-689,122.0,477.0953783050094,205.0,-82.0,341.5,819,-753,58.0,784.5087634947107,0.0,-675.5,759.0,992,2,1,1,2,0,0,0,0,1,699.7042232257855,920.196569929435,145.33384749645518,973.8563227961671,834.201454270607,992.0041590914361,1088.0592814732108,5521.17941957661
7,42,TSP_CITIES_SET_42_N_7.json,0,578.8571428571429,302.46400809100606,675.0,496.0,710.5,964,-992,-196.57142857142858,751.3864645091892,-39.0,-880.0,239.5,936,2,0,0,4,0,0,0,0,1,676.1257279530191,1021.0922130726872,243.57017650522513,996.7344468456422,903.1268999944449,1159.6327324409351,1371.1021114417408,6126.553278436123
7,43,TSP_CITIES_SET_43_N_7.json,-951,-244.71428571428572,503.5277927733861,-276.0,-537.0,-12.5,613,-771,-98.28571428571429,506.48254799999916,0.0,-498.0,269.0,541,0,3,2,1,0,0,0,0,1,342.023391012954,739.8535458344604,229.30564070561167,746.9926553263365,693.1321588263829,882.2779667968492,1000.5608427277174,4439.1212750067625
7,44,TSP_CITIES_SET_44_N_7.json,-978,-55.142857142857146,669.2454528724691,0.0,-528.0,379.5,889,-705,-238.71428571428572,440.13623432058483,-152.0,-659.0,51.0,402,1,1,2,2,0,0,0,0,1,193.13207915827965,784.3357695907576,340.2168141767374,912.7702656593833,655.0498192550871,979.6771845290334,1116.2195124615946,4706.014617544546
7,45,TSP_CITIES_SET_45_N_7.json,-946,-568.8571428571429,421.0219426472642,-776.0,-844.5,-316.5,62,-775,-156.14285714285714,464.6896557816585,-58.0,-458.5,-1.0,659,0,1,4,1,0,0,0,0,1,523.6831102871278,860.751561457826,264.45018309219853,864.5044343181471,669.2934964196329,1029.6294100534908,1222.9231374048002,5164.509368746956
7,46,TSP_CITIES_SET_46_N_7.json,-460,56.857142857142854,442.4622125377596,-51.0,-203.5,269.0,778,-845,24.0,586.3474510333726,62.0,-288.5,311.5,905,2,2,2,0,0,0,0,0,1,311.9775632958242,690.7091945083739,283.4229531035055,716.1760437117196,492.93197013446274,875.4712808741904,1052.838544127256,4144.2551670502435
7,47,TSP_CITIES_SET_47_N_7.json,-671,-134.57142857142858,546.3176295718018,-253.0,-464.5,-28.5,968,-274,294.2857142857143,451.9143408087106,69.0,-4.5,704.5,865,0,4,1,1,0,0,0,0,1,262.2403477728017,742.9608129197877,295.6982863641282,749.5843592006704,637.806888769957,938.193610012904,1094.7447191012159,4457.764877518726
7,48,TSP_CITIES_SET_48_N_7.json,-502,186.28571428571428,440.8456700047135,245.0,-44.5,384.0,882,-153,400.2857142857143,395.5577135664336,547.0,91.0,652.5,921,3,2,0,1,0,0,0,0,1,202.5956564193813,688.7840953576302,352.942153870638,706.6455680813839,541.2744723542212,743.2528360170904,1275.2117471228062,4132.704572145782
7,49,TSP_CITIES_SET_49_N_7.json,-882,283.0,601.857956664195,550.0,53.0,705.5,796,-235,130.85714285714286,266.0773249586346,63.0,-43.0,342.5,489,3,1,0,2,0,0,0,0,1,314.40737904826597,703.4876634869844,248.71656315160814,729.2344925328007,581.8933357979256,862.3962557650823,1008.4864897458964,4220.925980921907
7,50,TSP_CITIES_SET_50_N_7.json,-988,-637.8571428571429,398.1031811693331,-839.0,-964.0,-355.0,0,-726,264.42857142857144,519.7726609274665,362.0,123.5,553.5,861,0,5,1,0,0,0,0,0,1,508.4977876058066,957.9552624842466,284.0134822406956,949.8257731509623,847.3265323006633,1160.080345789148,1296.2569189786414,5747.73157490548
7,51,TSP_CITIES_SET_51_N_7.json,-840,-162.28571428571428,580.3409096630802,-251.0,-486.5,-26.0,980,-991,-323.42857142857144,485.7111134350188,-299.0,-689.0,39.0,326,0,2,3,1,0,0,0,0,1,262.8402556687236,759.8558772099756,421.56334641824617,836.3847038454413,389.1805283213021,1133.2708255992825,1151.1802639030952,4559.135263259854
7,52,TSP_CITIES_SET_52_N_7.json,-213,278.57142857142856,370.35292048839807,224.0,24.0,521.5,848,-671,-79.28571428571429,442.48040042684914,0.0,-368.0,87.0,678,2,0,0,3,1,0,0,0,1,213.0,590.2813280904151,314.428599922747,643.3063317606518,371.9865463491169,666.9330701130375,1085.720037578749,3541.68796854249
7,53,TSP_CITIES_SET_53_N_7.json,-771,-419.85714285714283,379.5064463973476,-530.0,-751.0,-137.0,138,-541,-97.42857142857143,206.08400968444653,-27.0,-100.0,1.0,84,1,1,4,0,0,0,0,0,1,138.01449199268893,569.0892026374519,308.61169020269324,639.6865089211866,348.2338380216909,764.293888189593,940.2350769887283,3414.535215824711
7,54,TSP_CITIES_SET_54_N_7.json,-673,-32.142857142857146,453.10205935360324,0.0,-370.0,391.0,406,-834,-73.14285714285714,574.0143519028737,0.0,-466.5,344.0,567,0,3,0,3,0,0,0,0,1,278.6485241303101,692.1886711165325,275.20685364560705,809.4271710566265,506.0321552294879,900.7567879255207,919.528683620038,4153.132026699195
7,55,TSP_CITIES_SET_55_N_7.json,-715,56.285714285714285,526.0528218996373,30.0,-254.0,460.5,666,-942,27.428571428571427,718.675832612279,77.0,-441.0,480.0,979,2,2,0,2,0,0,0,0,1,504.31141172890386,855.6119792127901,280.8454543571728,944.7555958685912,612.8647801482774,1049.1586758195429,1153.6550610992872,5133.67187527674
7,56,TSP_CITIES_SET_56_N_7.json,-200,374.0,365.5361359245713,583.0,119.5,614.5,767,-934,-176.57142857142858,656.040866903594,0.0,-747.5,210.0,773,3,0,1,2,0,0,0,0,1,627.7658799265854,859.7595182596502,171.05170245957962,884.9595597078821,741.9210953907716,954.4982362145533,1088.9527078803744,5158.557109557902
7,57,TSP_CITIES_SET_57_N_7.json,-837,-333.85714285714283,489.9593277580731,-390.0,-752.0,-42.5,479,-682,11.428571428571429,516.1795091964477,0.0,-292.0,264.0,818,0,3,2,1,0,0,0,0,1,413.0326863578717,778.8393821960913,190.05383471136022,827.9050326334327,778.3860731776243,876.6961061428642,949.3539908801142,4673.036293176548
7,58,TSP_CITIES_SET_58_N_7.json,-926,-179.42857142857142,553.6430429867416,-370.0,-466.5,103.0,767,-780,-194.0,310.298243630221,-212.0,-215.0,-92.0,248,1,0,4,1,0,0,0,0,1,295.6010825419961,625.8170047705158,333.39659843506536,507.7700794699707,435.0605363472867,743.5948473364639,1210.733661876137,3754.902028623095
7,59,TSP_CITIES_SET_59_N_7.json,-529,143.71428571428572,480.73995544567,366.0,-228.0,504.5,616,-784,-80.28571428571429,521.330258181163,-179.0,-225.0,-53.0,957,1,0,2,3,0,0,0,0,1,407.4272941274308,673.8873031063462,310.5895736409495,519.0536236103593,468.81229299892584,885.4704749554875,1138.1146690909488,4043.323818638077
7,60,TSP_CITIES_SET_60_N_7.json,-591,192.28571428571428,489.64705461713754,280.0,-77.0,469.5,872,-331,120.85714285714286,264.34915583462,116.0,54.5,199.0,554,3,2,0,1,0,0,0,0,1,188.67167248953936,559.0540577869548,262.1531471608309,629.3340172113615,408.09676806293953,637.2774040886983,932.7084217481903,3354.324346721729
7,61,TSP_CITIES_SET_61_N_7.json,-305,96.71428571428571,316.1490757462974,3.0,-35.5,170.0,710,-996,-229.28571428571428,712.5350785015697,-484.0,-768.5,335.0,742,1,1,1,3,0,0,0,0,1,484.00929743136135,806.6969983597763,187.00680042392142,819.8687258567188,756.8279744952686,941.5372573826278,998.5274157478101,4840.181990158658
7,62,TSP_CITIES_SET_62_N_7.json,-548,62.142857142857146,389.2156337093996,89.0,-146.0,308.0,570,-699,10.142857142857142,599.3347502499273,0.0,-385.5,302.0,937,2,1,1,2,0,0,0,0,1,191.9088325221119,669.7357925715686,283.0624697451772,701.2029572844119,580.513434464405,852.0797925728747,981.444343811711,4018.414755429412
7,63,TSP_CITIES_SET_63_N_7.json,-792,96.14285714285714,501.7444331434841,126.0,-122.5,455.0,674,-181,235.0,462.6600623928257,13.0,-16.0,447.0,951,2,2,0,2,0,0,0,0,1,248.08466296810852,672.8749907632401,325.43063188096386,645.5668690543413,462.260929984663,917.5096887036736,1088.7152979544285,4037.249944579441
7,64,TSP_CITIES_SET_64_N_7.json,-801,172.0,685.3103919636221,230.0,-309.0,716.5,960,-877,17.0,569.1932887868584,0.0,-298.0,458.5,675,1,2,0,3,0,0,0,0,1,713.1093885232475,900.4566328203204,145.57892324051838,873.5501071376743,832.7296089420755,956.5821448337596,1139.1479271806625,5402.739796921922
7,65,TSP_CITIES_SET_65_N_7.json,-795,100.0,565.6583185398525,13.0,-80.5,344.5,954,-970,-149.85714285714286,464.34377658922364,-46.0,-301.5,18.5,533,1,1,1,3,0,0,0,0,1,55.226805085936306,642.8429102027966,438.4575137483665,803.3845538937517,282.05558707679813,976.7375330978823,1052.2604240396006,3857.0574612167793
7,66,TSP_CITIES_SET_66_N_7.json,-995,-96.42857142857143,726.2944437675529,-11.0,-630.5,352.0,888,-503,-100.71428571428571,321.8828535796392,-179.0,-260.5,-9.0,516,0,1,3,2,0,0,0,0,1,503.12026395286443,786.4923942663596,205.59391166423896,820.9105691422917,642.4254665579798,940.3099414016152,1010.9727988427779,4718.954365598158
7,67,TSP_CITIES_SET_67_N_7.json,-737,252.28571428571428,552.1396907443243,473.0,11.0,505.0,998,-314,116.28571428571429,327.4658833556631,57.0,-115.5,398.5,505,3,1,0,2,0,0,0,0,1,232.04525420701884,660.2667148717534,281.79183501115745,659.741831125611,581.492346820504,728.5818097496144,1103.1337180958617,3961.60028923052
7,68,TSP_CITIES_SET_68_N_7.json,-833,265.7142857142857,577.4336078100853,382.0,65.0,656.5,868,-986,22.571428571428573,618.8782478923343,0.0,-199.0,283.0,976,3,0,1,2,0,0,0,0,1,397.5223264170203,808.3509139844329,418.5323880330389,719.4410716177151,450.0952948340334,1190.2964896300928,1306.1393493804555,4850.105483906597
7,69,TSP_CITIES_SET_69_N_7.json,-632,243.85714285714286,647.6749258106335,431.0,-276.0,778.0,904,-765,-20.571428571428573,670.8715369186705,-31.0,-525.0,351.5,999,1,1,1,3,0,0,0,0,1,432.113411039278,932.5122862695374,289.50302787299586,1035.6000925505457,813.558740279412,1134.8761334901044,1184.2470181511965,5595.073717617224
7,70,TSP_CITIES_SET_70_N_7.json,-787,-23.857142857142858,465.15281667119126,5.0,-225.0,229.0,607,-692,-22.0,525.5197427309463,-96.0,-358.0,314.0,722,1,1,1,3,0,0,0,0,1,195.2331938989884,665.7075268066454,246.4150695545537,730.4692764036363,648.8649351357742,825.4508503074567,859.2985511450604,3994.2451608398724
7,71,TSP_CITIES_SET_71_N_7.json,-853,114.28571428571429,508.3478842570031,207.0,-55.5,451.0,655,-947,-22.857142857142858,494.15835133130776,18.0,-97.5,132.5,699,3,1,1,1,0,0,0,0,1,207.78113485107352,641.2099975042153,358.84381967754865,724.9843382702343,316.9639627536716,932.2585431233452,1007.2030579778836,3847.259985025292
7,72,TSP_CITIES_SET_72_N_7.json,-429,33.714285714285715,382.4054193678546,0.0,-227.0,286.0,547,-576,115.85714285714286,496.5901826695827,0.0,-193.0,489.5,794,1,2,1,2,0,0,0,0,1,171.4788616710526,595.7547909597397,256.66646617394366,679.1238434409854,469.9057820170019,769.7940948831781,844.6182569658318,3574.528745758438
7,73,TSP_CITIES_SET_73_N_7.json,-880,-43.57142857142857,528.5429207241538,-27.0,-256.5,137.0,841,-976,-1.5714285714285714,670.1889925344087,262.0,-434.0,405.0,761,1,3,1,1,0,0,0,0,1,421.75348249895933,811.3137886504909,294.95478232214526,891.1194464736689,585.2785794184949,985.6420004094405,1163.4092143351797,4867.882731902945
7,74,TSP_CITIES_SET_74_N_7.json,-246,46.42857142857143,284.357086039635,0.0,-184.5,257.0,426,-906,-262.0,439.79085938659523,-237.0,-522.5,67.5,219,1,1,2,2,0,0,0,0,1,206.30317496345035,518.8778713187327,324.2966320930405,413.3555214633636,277.0211113981495,738.9799073977301,1001.1553326032879,3113.2672279123963
7,75,TSP_CITIES_SET_75_N_7.json,0,484.42857142857144,448.0512832042247,764.0,11.0,859.5,886,-923,-160.0,558.0979603379081,-21.0,-573.5,158.5,654,2,0,0,4,0,0,0,0,1,317.5106297433206,840.9343293055009,361.16858190408664,942.4101580266714,599.5741136715751,1048.6646546630304,1273.896777607982,5045.605975833006
7,76,TSP_CITIES_SET_76_N_7.json,-954,-107.42857142857143,588.6161332999227,0.0,-404.0,110.5,789,-962,-69.85714285714286,513.6952496605448,0.0,-278.0,234.5,560,2,1,2,1,0,0,0,0,1,61.84658438426491,696.7974672918652,415.66735196641366,879.3060813271559,427.434880764352,971.8448824963259,1080.8237599164815,4180.784803751191
7,77,TSP_CITIES_SET_77_N_7.json,-691,-122.14285714285714,562.0084307112093,-210.0,-537.0,109.5,901,-685,11.142857142857142,568.8829488777191,0.0,-388.5,354.0,832,1,2,2,1,0,0,0,0,1,227.3081608741754,771.7552489739563,271.4965981690675,886.4311887721565,807.3827625537795,917.3809901755945,921.6300776341883,4630.531493843738
7,78,TSP_CITIES_SET_78_N_7.json,-583,83.42857142857143,456.72962722047316,0.0,-76.5,195.0,930,-902,-366.0,372.25976593413014,-206.0,-636.0,-91.0,0,0,0,3,3,0,0,0,0,1,172.62966141425406,651.2635745211112,323.92114442003015,787.1345469584279,423.6153305263249,890.323395555892,933.5207549915534,3907.581447126667
7,79,TSP_CITIES_SET_79_N_7.json,-754,48.857142857142854,532.2485098057825,0.0,-270.5,472.0,693,-673,191.42857142857142,461.7542120879379,191.0,63.5,483.0,729,3,2,1,0,0,0,0,0,1,341.42349069740357,696.0291966443796,262.8749301517653,691.1944198264478,525.783398902699,904.7149353162893,1005.8280171082927,4176.175179866277
7,80,TSP_CITIES_SET_80_N_7.json,-923,64.85714285714286,526.4027066076023,60.0,-90.5,445.5,607,-318,177.85714285714286,431.8828655131036,138.0,-151.0,485.0,757,3,1,1,1,0,0,0,0,1,331.7303121513016,684.057531154223,212.13428031656494,707.2535494516043,631.2332249932062,758.7911310078433,976.2443341704985,4104.345186925339
7,81,TSP_CITIES_SET_81_N_7.json,-947,-330.0,351.57313132073483,-280.0,-478.0,-111.5,96,-967,-95.14285714285714,546.4907527645302,0.0,-421.5,303.0,538,0,3,2,1,0,0,0,0,1,244.3951718017359,661.1067282973783,383.88210763191813,571.5428384093668,462.7527833326119,742.2810779722997,1353.476265030163,3966.6403697842698
7,82,TSP_CITIES_SET_82_N_7.json,-359,107.42857142857143,351.5522043465983,33.0,-117.0,339.5,633,0,367.7142857142857,327.34269213660184,413.0,80.5,576.5,847,4,2,0,0,0,0,0,0,1,257.72077913897436,588.0434218655091,259.60185053432,546.437716460659,424.8126231658059,783.7864263562983,930.4907307437296,3528.2605311930547
7,83,TSP_CITIES_SET_83_N_7.json,-517,198.42857142857142,593.9761098290224,120.0,-214.5,609.0,997,-863,2.5714285714285716,621.4876928636257,0.0,-432.5,515.5,715,1,2,0,3,0,0,0,0,1,636.1768622010707,859.3415209720384,236.29807532046556,775.9618036904913,703.5532949475034,965.4209448600595,1259.9575389670877,5156.049125832231
7,84,TSP_CITIES_SET_84_N_7.json,0,482.57142857142856,276.4651015606714,525.0,356.0,696.0,749,-539,323.7142857142857,561.9726310909083,376.0,-63.5,834.5,887,4,0,0,2,0,0,0,0,1,540.1425737710368,861.2025590206619,231.136718855997,831.8688182450235,734.0752385395997,1051.2992396502534,1137.4150517730984,5167.215354123971
7,85,TSP_CITIES_SET_85_N_7.json,-962,-400.7142857142857,522.3254778027823,-603.0,-771.0,-76.0,454,-696,54.285714285714285,540.2884150419768,0.0,-297.5,508.0,655,0,3,2,1,0,0,0,0,1,152.3975065412817,800.3262952986125,371.459803026273,790.2126888862459,747.7748077625859,1074.9770271186408,1165.6075668937638,4801.957771791675
7,86,TSP_CITIES_SET_86_N_7.json,-675,25.571428571428573,466.48217441572086,172.0,-267.5,340.0,537,-995,-65.85714285714286,620.4319539835207,-7.0,-387.0,177.5,960,2,0,2,2,0,0,0,0,1,425.5161571550486,714.0428638190273,343.8146977005876,549.4222576913573,476.9305026571105,965.9391124879809,1202.3518619771835,4284.257182914163
7,87,TSP_CITIES_SET_87_N_7.json,-798,-214.42857142857142,509.36066368957637,-281.0,-548.5,-11.5,698,-956,-167.0,579.4971958517142,-170.0,-527.5,158.0,696,0,2,3,1,0,0,0,0,1,328.42198464780034,785.581773571596,277.79116695555064,823.3510698026488,719.733671302547,857.9435540934252,1183.6975965169484,4713.4906414295765
7,88,TSP_CITIES_SET_88_N_7.json,-816,7.285714285714286,458.33929000458244,0.0,-144.0,277.0,601,-473,59.142857142857146,433.19757946824086,0.0,-249.0,345.5,694,1,2,1,2,0,0,0,0,1,285.20343616443336,585.49268692412,266.2543450726188,524.6102475469945,471.2575771789437,621.5387916632557,1071.2105301946951,3512.95612154472
7,89,TSP_CITIES_SET_89_N_7.json,-726,-232.85714285714286,363.53882349822857,-225.0,-476.0,-40.0,353,-915,-46.142857142857146,716.1027460198312,0.0,-657.0,530.0,846,1,2,3,0,0,0,0,0,1,309.517366233302,807.266177003119,266.1469206286683,909.4717487922699,766.4022201119849,935.8665508244112,1051.7590028138575,4843.597062018714
7,90,TSP_CITIES_SET_90_N_7.json,-486,233.14285714285714,545.3177754213374,186.0,-174.5,688.5,904,-542,18.857142857142858,472.04605303982385,0.0,-349.5,320.5,732,3,0,2,1,0,0,0,0,1,385.7978745405423,728.8445206239988,251.74828243236954,775.4183312427892,544.9014354644472,945.7998914723885,965.7763716306172,4373.067123743993
7,91,TSP_CITIES_SET_91_N_7.json,-974,23.571428571428573,723.6753086716117,0.0,-477.0,591.0,911,-771,-227.28571428571428,459.0271285685681,-327.0,-515.0,-41.5,620,1,0,3,2,0,0,0,0,1,527.5651618520692,858.6293779211987,264.00967718018677,924.7397169902518,633.967465594427,1082.979391255908,1101.9623405543405,5151.776267527192
7,92,TSP_CITIES_SET_92_N_7.json,-381,291.7142857142857,390.0626933736483,359.0,100.5,556.0,751,-741,47.714285714285715,632.6140777982824,0.0,-384.5,425.0,994,2,1,0,3,0,0,0,0,1,508.27256467371916,775.9510410014213,250.24543624724208,733.0598171990559,665.9643806423377,777.1952355972156,1245.8077700833303,4655.706246008528
7,93,TSP_CITIES_SET_93_N_7.json,-607,-43.142857142857146,541.7808377845014,-105.0,-449.5,212.0,885,-618,298.42857142857144,646.035823862954,567.0,-220.0,816.0,948,1,3,1,1,0,0,0,0,1,576.6402691453312,871.0649635521686,264.29300998367586,877.7688209816772,674.843937060808,962.0303355047228,1296.8920541047355,5226.389781313012
7,94,TSP_CITIES_SET_94_N_7.json,-796,-146.57142857142858,513.0171722736179,-109.0,-473.5,16.0,794,-813,-82.14285714285714,490.4900367902249,-154.0,-335.0,252.0,558,1,1,3,1,0,0,0,0,1,188.67167248953936,670.0213610133868,324.5443743818749,746.349795101896,463.13265181393587,935.0343099146894,972.100817816753,4020.1281660803206
7,95,TSP_CITIES_SET_95_N_7.json,-771,-377.42857142857144,469.2553878727649,-494.0,-725.0,-211.5,496,-875,-212.71428571428572,405.11180114700613,-123.0,-419.0,23.0,301,0,2,3,1,0,0,0,0,1,519.162787572453,746.9056424307506,233.48951489548568,732.6869554144273,581.1190366451741,784.7191691579235,1164.2375187220175,4481.433854584504
7,96,TSP_CITIES_SET_96_N_7.json,-10,443.0,364.76385054808634,476.0,157.5,688.5,943,-864,-63.142857142857146,632.2139481144625,0.0,-581.0,476.0,632,3,0,1,2,0,0,0,0,1,441.955880150949,844.3817143618012,253.081853442144,821.630150609566,763.2228129185112,1022.8497235058703,1147.3974899745947,5066.290286170807
7,97,TSP_CITIES_SET_97_N_7.json,-600,43.714285714285715,423.09246991081994,64.0,-207.5,375.0,507,-747,-158.28571428571428,461.76354493243775,-76.0,-494.0,43.0,617,1,1,1,3,0,0,0,0,1,304.6325655605454,624.3695932723821,201.55875866916884,654.549370474592,531.5617083839766,739.0810013088756,874.6622205171549,3746.2175596342922
7,98,TSP_CITIES_SET_98_N_7.json,-985,190.0,614.5594628132686,133.0,55.0,597.5,877,-135,52.142857142857146,173.98891590311968,0.0,-37.0,86.5,401,3,0,1,2,0,0,0,0,1,130.92364186807515,572.3050884849595,388.39833011106947,605.6680244820255,219.28504805344414,906.5709234807398,994.2082276867357,3433.830530909757
7,99,TSP_CITIES_SET_99_N_7.json,-851,-123.71428571428571,552.0455036455221,-140.0,-490.5,274.0,558,-267,80.71428571428571,290.275566939253,9.0,-44.0,126.5,658,1,3,1,1,0,0,0,0,1,155.2063143045411,582.9203730353898,299.3486369441799,673.222936331312,363.95457369075075,822.5010893260758,862.7444581102797,3497.522238212339
8,0,TSP_CITIES_SET_0_N_8.json,-983,-100.5,663.4995962965722,-146.5,-506.25,533.25,656,-998,77.5,589.5705458818551,109.5,-224.25,413.0,938,2,2,2,1,0,0,0,0,1,620.3047638056635,858.7881378393747,283.13970054393457,691.5901965759781,647.5033191377622,1022.945298221752,1358.7247697749533,6011.516964875623
8,1,TSP_CITIES_SET_1_N_8.json,-895,-9.0,616.3116094963651,-71.0,-483.5,497.75,872,-841,-25.75,637.3408484812951,20.5,-615.5,577.75,723,1,3,1,2,0,0,0,0,1,458.8354824989018,852.4596102567536,265.0296493370524,865.0745632603007,696.2723976917853,1019.6450929108973,1211.4722448327077,5967.217271797275
8,2,TSP_CITIES_SET_2_N_8.json,-912,-355.875,422.7270100194687,-325.0,-678.75,5.0,156,-985,-288.25,516.7258875430404,-106.0,-772.25,7.5,474,1,1,4,1,0,0,0,0,1,499.011021922362,803.3185903846672,216.24126047724977,848.648926235107,648.0391336860935,951.518776064682,1076.4543650336507,5623.230132692671
8,3,TSP_CITIES_SET_3_N_8.json,-933,-219.25,433.714109260269,-88.0,-433.75,45.0,340,-929,-2.125,651.0805167455975,29.0,-300.75,394.5,985,1,3,1,2,0,0,0,0,1,81.32035415564789,691.5031740974479,469.30099110131937,840.4010947160886,316.66786032971856,984.4145922661745,1316.635864618612,4840.522218682135
8,4,TSP_CITIES_SET_4_N_8.json,-767,265.75,565.990598104648,304.0,-35.5,724.0,965,-532,-43.875,375.864123435204,-40.0,-274.0,117.25,672,3,0,2,2,0,0,0,0,1,254.8921340488953,659.143359933349,358.336252094414,721.4492359133801,333.485665009441,897.3809125486316,1175.9289944550223,4614.003519533443
8,5,TSP_CITIES_SET_5_N_8.json,-873,11.25,727.2705823832008,-172.0,-471.0,701.5,957,-599,43.25,503.02676725143425,-5.5,-268.0,376.0,902,2,1,3,1,0,0,0,0,1,518.3136116290985,850.630052550824,266.04686174985466,789.0766756152408,682.9558810706053,983.0108146562134,1315.086689157791,5954.410367855768
8,6,TSP_CITIES_SET_6_N_8.json,-868,-8.375,506.57193467463236,-4.0,-286.5,265.75,824,-994,-43.0,697.2261367119607,160.5,-638.5,479.75,830,2,2,2,1,0,0,0,0,1,568.7187354044177,833.4179993952139,242.35994855742786,884.3172507646789,612.0121561060507,977.948877216308,1200.9679429526834,5833.925995766497
8,7,TSP_CITIES_SET_7_N_8.json,-354,439.625,556.7358792872202,656.0,-62.25,907.0,984,0,492.5,416.54291495595027,486.0,142.75,848.75,960,5,2,0,0,0,0,0,0,1,288.1423259432741,922.1664746165708,391.17642048329003,914.0612670931856,718.1244514664895,1263.4122295418574,1289.888367262842,6455.165322315996
8,8,TSP_CITIES_SET_8_N_8.json,-335,221.875,398.33490485842617,245.0,-55.0,467.25,775,-972,-142.125,521.2228581491249,-86.5,-439.5,100.75,745,3,0,2,2,0,0,0,0,1,279.8731855680354,660.1904131332377,293.5053460185335,779.1180911774543,399.760239247107,867.3558533598359,1028.1094299732883,4621.332891932664
8,9,TSP_CITIES_SET_9_N_8.json,-993,-131.75,565.7096049589906,-14.5,-461.0,129.75,765,-720,-82.75,537.7332716399195,-212.5,-395.25,83.25,997,1,1,3,2,0,0,0,0,1,223.8861317723811,750.4393640179485,293.2067889523136,791.4758366494835,635.8736943671651,959.309055646962,1047.3480796755202,5253.075548125639
8,10,TSP_CITIES_SET_10_N_8.json,-779,-200.375,384.6720077825115,-134.0,-421.25,33.75,328,-389,133.375,440.8352259388664,11.5,-86.75,203.25,979,1,3,2,1,0,0,0,0,1,99.24716620639605,555.178591272357,342.07872450404557,686.213523620746,266.05038261229805,785.423005442359,997.8426729700429,3886.250138906499
8,11,TSP_CITIES_SET_11_N_8.json,-567,178.75,577.706982079027,187.5,-281.0,633.5,940,-906,12.5,609.2784960215531,211.0,-221.0,296.75,843,3,2,1,1,0,0,0,0,1,517.1711515542993,842.3692742195619,193.44251555938627,869.9850573429408,755.827483924139,973.780929703938,1050.2118833835389,5896.584919536934
8,12,TSP_CITIES_SET_12_N_8.json,-943,-72.25,617.8776462328814,-55.0,-450.25,181.0,818,-819,114.0,632.1728967842353,218.0,-234.75,552.5,872,1,3,2,1,0,0,0,0,1,81.43709228600933,835.902403012143,347.4924959548701,897.4686624055461,849.9924962586091,1042.335063491864,1087.7559468925003,5851.316821085002
8,13,TSP_CITIES_SET_13_N_8.json,-923,-258.25,513.1971912850431,-137.0,-744.25,53.0,474,-968,-90.375,657.3337785543745,-164.0,-365.75,158.5,980,1,1,4,1,0,0,0,0,1,176.7993212656655,832.8450661566801,319.2915779370861,869.9752870053263,791.4402358752559,1040.2451586960638,1119.7700656831294,5829.9154630967605
8,14,TSP_CITIES_SET_14_N_8.json,-928,-204.0,536.4611555635425,-61.0,-680.25,140.25,588,-470,233.125,447.77910290677926,151.0,0.75,440.5,924,3,3,1,0,0,0,0,0,1,221.6325788326256,721.9802234460216,299.16408504080965,795.8454623857574,564.614790124943,905.9639692899187,1095.226004074045,5053.861564122151
8,15,TSP_CITIES_SET_15_N_8.json,-890,119.125,705.4577920957223,214.0,-303.0,731.25,844,-803,71.125,576.4525596885043,93.5,-325.25,420.5,986,3,1,2,1,0,0,0,0,1,467.06851745755677,898.8445533280818,226.68748041708875,925.1902507052266,850.258846057535,996.4050004341248,1206.3254121504694,6291.911873296573
8,16,TSP_CITIES_SET_16_N_8.json,-835,126.875,472.9676634975014,240.5,-47.0,465.75,606,-812,-5.625,637.0027892964273,-32.0,-492.0,336.5,985,3,0,2,2,0,0,0,0,1,238.92467432226417,756.9047037692009,295.8025484126213,837.4491029310378,623.1955314569798,909.5407984441839,1156.4864893287772,5298.332926384406
8,17,TSP_CITIES_SET_17_N_8.json,-235,166.125,308.3344369349619,131.5,-33.0,319.25,694,-427,-127.75,367.76768676512546,-252.5,-366.5,-30.75,697,1,0,2,4,0,0,0,0,1,138.2208377922808,484.66477214266627,230.68861065199337,487.3951169226052,358.3003378071862,634.3104697888948,781.8158350916154,3392.653404998664
8,18,TSP_CITIES_SET_18_N_8.json,-841,-21.875,597.1363657371022,-52.5,-278.75,199.0,910,-974,-167.875,531.632643709115,-163.0,-421.0,67.75,708,0,2,2,3,0,0,0,0,1,137.6117727521886,706.6555903063963,448.7362136825727,954.1724162854426,299.53984847830793,984.4426591325835,1286.8399278853606,4946.589132144774
